Network DDoS Simulation Results
Timestamp,2025-10-23_17-24-50
Simulation Duration,900s
Number of Servers,8
Processing Power,250 req/sec
Queue Size,400
Legitimate Clients,700
Malicious Clients,120
Legitimate Traffic Rate,3 req/sec
Malicious Traffic Rate,25 req/sec
Request Timeout,3s
Server Timeout,2s

Final Simulation Results
Total Generated Requests,4589300
Total Served Requests,1004774
Total Dropped - Queue Full,2493
Total Dropped - Timeout,1038
Total Dropped - High Load,26929
Total Dropped - No Server,3554066
Overall Success Rate,21.89%
Overall Drop Rate,78.11%

Probability Analysis
Bandwidth Exhaustion,100.00%
Resource Depletion,84.18%
Successful Attack,80.83%
Total Processing Capacity,2000 req/sec
Capacity Threshold,1600 req/sec

Per-Server Breakdown
Server ID,Total Requests Received,Total Requests Processed,Success Rate,Acceptance Rate,Processing Rate,Drops Queue Full,Drops Queue Full Rate,Drops Timeout,Drops Timeout Rate,Drops High Load,Drops High Load Rate,Total Drops,Total Drop Rate,Max CPU Utilization,Avg CPU Utilization,Max Queue Utilization,Avg Queue Utilization,Max Queue Length,Avg Queue Length,Min Health Score,Avg Health Score,Time Spent Offline,Offline Percentage
NetworkServer0,129763,125986,97.09%,100.00%,140.0 req/sec,314,0.24%,73,0.06%,3390,2.61%,3777,2.91%,100.0%,70.6%,100.0%,39.1%,400,156.4,0.000,0.477,3.4s,0.4%
NetworkServer1,130569,126669,97.01%,100.00%,140.7 req/sec,316,0.24%,250,0.19%,3334,2.55%,3900,2.99%,100.0%,76.0%,100.0%,43.1%,400,172.3,0.000,0.432,1.9s,0.2%
NetworkServer2,130681,126853,97.07%,100.00%,140.9 req/sec,309,0.24%,155,0.12%,3364,2.57%,3828,2.93%,100.0%,73.1%,100.0%,36.9%,400,147.5,0.000,0.481,3.3s,0.4%
NetworkServer3,130787,126914,97.04%,100.00%,141.0 req/sec,315,0.24%,197,0.15%,3361,2.57%,3873,2.96%,100.0%,71.4%,100.0%,40.8%,400,163.2,0.000,0.464,1.7s,0.2%
NetworkServer4,126118,122462,97.10%,100.00%,136.1 req/sec,307,0.24%,0,0.00%,3349,2.66%,3656,2.90%,100.0%,73.6%,100.0%,40.0%,400,160.0,0.000,0.460,2.0s,0.2%
NetworkServer5,129803,125847,96.95%,100.00%,139.8 req/sec,316,0.24%,208,0.16%,3432,2.64%,3956,3.05%,100.0%,73.9%,100.0%,42.1%,400,168.3,0.000,0.447,1.6s,0.2%
NetworkServer6,128822,125010,97.04%,100.00%,138.9 req/sec,310,0.24%,155,0.12%,3347,2.60%,3812,2.96%,100.0%,71.1%,100.0%,41.5%,400,165.8,0.000,0.461,3.2s,0.4%
NetworkServer7,128691,125033,97.16%,100.00%,138.9 req/sec,306,0.24%,0,0.00%,3352,2.60%,3658,2.84%,100.0%,74.0%,100.0%,44.7%,400,178.7,0.000,0.430,3.6s,0.4%

Total Simulation Time-Series Data
Timestamp,Total Generated,Total Served,Drops Queue Full,Drops Timeout,Drops High Load,Drops No Server,Success Rate,Drop Rate,Legit Sent,Legit Success,Legit No Response,Legit Success Rate,Legit Drop Rate,Botnet Sent,Botnet Success,Botnet No Response,Botnet Success Rate,Botnet Drop Rate,Bandwidth Exhaustion Prob,Resource Depletion Prob,Successful Attack Prob,Avg CPU Utilization,Avg Queue Utilization,Avg Health Score
65,330800,73054,180,0,1967,254544,0.2208403869407497,0.7759703748488512,135800,21914,112487,0.1613696612665685,0.8283284241531664,195000,51140,142057,0.2622564102564103,0.7284974358974359,1.0,0.8386303387334315,0.81015333968639,62.50%,29.06%,0.576
70,356300,78838,194,0,2121,274425,0.22126859388156048,0.7767050238563009,146300,23790,120996,0.16261107313738893,0.8270403280929597,210000,55048,153429,0.26213333333333333,0.7306142857142857,1.0,0.8373889268626111,0.8086928551324836,62.50%,18.66%,0.638
75,381680,83190,207,0,2269,294057,0.21795745126807797,0.7769152169356529,156800,24536,130529,0.15647959183673468,0.8324553571428571,224880,58654,163528,0.260823550337958,0.7271789398790466,1.0,0.8435204081632653,0.815906362545018,87.50%,55.69%,0.316
80,407880,89784,223,0,2431,313838,0.2201235657546337,0.7759439050701187,168000,26418,139609,0.15725,0.8310059523809524,239880,63366,174229,0.2641570785392696,0.7263173253293314,1.0,0.84275,0.815,62.50%,46.22%,0.473
85,433380,95975,236,0,2617,333365,0.22145692002399742,0.7758041441690895,178500,28948,147725,0.1621736694677871,0.8275910364145658,254880,67027,185640,0.26297473320778403,0.7283427495291902,1.0,0.8378263305322129,0.8092074476849563,62.50%,33.19%,0.551
90,458880,102011,253,0,2776,351974,0.22230430613668062,0.7736292712691771,189000,30287,156508,0.16024867724867725,0.8280846560846561,269880,71724,195466,0.26576256113828367,0.7242700459463465,1.0,0.8397513227513227,0.8114721444133209,87.50%,52.84%,0.333
95,484380,107320,266,0,2927,371984,0.22156158388042446,0.7745509723770594,199500,31844,165491,0.15961904761904763,0.8295288220551379,284880,75476,206493,0.26493962370120755,0.7248420387531592,1.0,0.8403809523809523,0.8122128851540615,75.00%,54.16%,0.375
100,509880,112830,278,0,3050,392521,0.22128736173217228,0.7763571820820585,210000,34303,173955,0.16334761904761905,0.8283571428571429,299880,78527,218566,0.26186141123115914,0.728844871281846,1.0,0.8366523809523809,0.8078263305322129,50.00%,34.41%,0.594
105,535380,117993,292,0,3205,412167,0.2203911240614143,0.7763906010684,220500,35272,182817,0.1599637188208617,0.8291020408163265,314880,82721,229350,0.26270642784552845,0.7283727134146342,1.0,0.8400362811791383,0.8118073896225156,75.00%,49.16%,0.405
110,560880,123289,305,0,3319,432379,0.21981350734559976,0.7773552274996434,231000,36515,192260,0.15807359307359306,0.8322943722943723,329880,86774,240119,0.2630471686673942,0.7278980235237056,1.0,0.841926406926407,0.8140310669722435,94.00%,43.75%,0.361
115,586380,128911,318,0,3448,452775,0.21984208192639584,0.7785753265800335,241500,38314,200812,0.15865010351966874,0.8315196687370601,344880,90597,251963,0.2626913709116214,0.7305816515889585,1.0,0.8413498964803312,0.813352819388625,62.50%,25.09%,0.599
120,611880,133827,331,0,3594,472766,0.21871445381447344,0.7790596195332418,252000,39603,209743,0.1571547619047619,0.832313492063492,359880,94224,263023,0.2618206068689563,0.7308630654662666,1.0,0.842845238095238,0.8151120448179272,62.50%,38.66%,0.518
125,637380,139123,345,0,3731,492485,0.21827324359095046,0.7790658633782045,262500,40967,219361,0.1560647619047619,0.8356609523809524,374880,98156,273124,0.2618331199317115,0.7285638070849338,1.0,0.8439352380952381,0.8163943977591036,74.00%,48.38%,0.414
130,662880,144958,359,0,3888,512539,0.21867909727250784,0.77960716871832,273000,42205,228139,0.1545970695970696,0.8356739926739927,389880,102753,284400,0.26355032317636196,0.7294552169898431,1.0,0.8454029304029305,0.8181210945916828,62.50%,31.59%,0.560
135,688380,150547,373,0,4036,532276,0.21869752171765594,0.7796347947354659,283500,44053,236854,0.15538977072310406,0.8354638447971782,404880,106494,295422,0.2630260818020154,0.7296532305868405,1.0,0.844610229276896,0.8171885050316422,62.50%,31.97%,0.558
140,713880,155932,388,0,4196,551442,0.21842886759679497,0.778878803160195,294000,46244,244333,0.15729251700680272,0.8310646258503401,419880,109688,307109,0.26123654377441174,0.7314208821568067,1.0,0.8427074829931973,0.8149499799919968,75.00%,55.38%,0.368
145,739380,162032,400,0,4311,571770,0.21914577078092456,0.7796816251453921,304500,49301,252285,0.1619080459770115,0.8285221674876847,434880,112731,319485,0.259223233995585,0.7346509381898455,1.0,0.8380919540229885,0.8095199459093982,37.50%,24.75%,0.702
150,764880,168016,415,0,4470,590857,0.21966321514485931,0.7788698880870202,315000,51094,260729,0.1622031746031746,0.8277111111111111,449880,116922,330128,0.25989597225926914,0.7338134613674757,1.0,0.8377968253968254,0.809172735760971,76.00%,30.31%,0.514
155,789680,173364,428,0,4577,610134,0.21953702765677235,0.7789724951879242,324800,52559,269181,0.1618195812807882,0.8287592364532019,464880,120805,340953,0.2598627602822234,0.7334215281362932,1.0,0.8381804187192118,0.8096240220226021,50.00%,33.66%,0.598
160,815180,179110,442,0,4716,629559,0.21971834441473048,0.7786218994577885,335300,54611,277838,0.16287205487623024,0.8286251118401432,479880,124499,351721,0.25943777611069435,0.732935317162624,1.0,0.8371279451237698,0.8083858177926703,81.00%,37.22%,0.453
165,840680,184870,458,0,4908,649016,0.21990531474520625,0.7783960603321121,345800,55999,286900,0.16194042799305958,0.8296703296703297,494880,128871,362116,0.2604085838991271,0.7317248625929518,1.0,0.8380595720069404,0.80948184941993,86.50%,39.22%,0.419
170,866180,190431,471,0,5056,669099,0.21985153201413102,0.7788519707220208,356300,57124,295743,0.16032556834128545,0.8300392927308448,509880,133307,373356,0.26144779163724796,0.7322428806778065,1.0,0.8396744316587146,0.8113816843043701,81.00%,30.03%,0.496
175,891800,196248,487,0,5236,688585,0.22005830903790088,0.7785467593630859,366800,58562,304684,0.1596564885496183,0.8306543075245365,525000,137686,383901,0.2622590476190476,0.73124,1.0,0.8403435114503817,0.8121688370004491,87.50%,33.41%,0.450
180,917300,202451,501,0,5395,707572,0.22070315055052872,0.7777913441622152,377300,60868,312709,0.16132520540683806,0.8288073151338458,540000,141583,394863,0.2621907407407407,0.7312277777777778,1.0,0.838674794593162,0.8102056406978376,62.50%,39.25%,0.515
185,942800,207846,514,0,5554,727431,0.2204560882477726,0.7780006364022062,387800,62450,321935,0.1610366168127901,0.8301572975760702,555000,145396,405496,0.26197477477477477,0.7306234234234235,1.0,0.8389633831872099,0.8105451566908352,63.75%,40.78%,0.500
190,968300,213407,528,0,5701,747570,0.22039347309718063,0.7784767117628834,398300,64131,330341,0.16101180015064023,0.8293773537534521,570000,149276,417229,0.2618877192982456,0.731980701754386,1.0,0.8389881998493598,0.8105743527639527,75.00%,29.50%,0.523
195,993800,218799,542,0,5827,766787,0.22016401690480983,0.7779794727309318,408800,65448,339196,0.16009784735812133,0.8297358121330725,585000,153351,427591,0.26213846153846154,0.7309247863247863,1.0,0.8399021526418786,0.8116495913433868,87.50%,52.19%,0.337
200,1019300,224790,556,0,5983,786689,0.22053369959776317,0.7782085745119199,419300,67109,348334,0.16005008347245409,0.8307512520868113,600000,157681,438355,0.26280166666666666,0.7305916666666666,1.0,0.8399499165275459,0.811705784150054,62.50%,36.16%,0.533
205,1044800,231206,573,0,6167,805197,0.22129211332312404,0.7771219372128637,429800,68687,356710,0.15981154025127967,0.8299441600744533,615000,162519,448487,0.26425853658536586,0.7292471544715448,1.0,0.8401884597487204,0.8119864232337887,75.00%,47.09%,0.417
210,1070300,236893,587,0,6317,824728,0.22133327104550127,0.7770083154255816,440300,70547,365869,0.16022484669543494,0.8309538950715422,630000,166346,458859,0.26404126984126985,0.728347619047619,1.0,0.8397751533045651,0.8115001803583118,75.00%,50.78%,0.395
215,1095800,242670,599,0,6434,845109,0.22145464500821319,0.7776437306077751,450800,71852,374742,0.1593877551020408,0.831282165039929,645000,170818,470367,0.2648341085271318,0.7292511627906977,1.0,0.8406122448979592,0.812484993997599,56.50%,27.34%,0.610
220,1121300,248245,618,0,6664,863265,0.221390350486043,0.7763729599571926,461300,73540,383209,0.15941903316713635,0.8307153696076306,660000,174705,480056,0.26470454545454547,0.7273575757575758,1.0,0.8405809668328637,0.8124481962739573,100.00%,72.12%,0.167
225,1146800,254830,633,0,6833,882635,0.22220962678758283,0.7761606208580397,471800,75344,391777,0.15969478592623992,0.8303878762187368,675000,179486,490858,0.2659051851851852,0.7271970370370371,1.0,0.8403052140737601,0.812123781263247,100.00%,52.16%,0.287
230,1172300,260632,643,0,6948,903561,0.2223253433421479,0.7772344962893457,482300,76965,400791,0.15957910014513788,0.83099937798051,690000,183667,502770,0.2661840579710145,0.7286521739130435,1.0,0.8404208998548621,0.8122598821821907,25.00%,14.56%,0.813
235,1197800,265860,657,0,7091,923016,0.22195692102187342,0.7770612790115211,492800,79238,409157,0.16079139610389612,0.8302698863636364,705000,186622,513859,0.26471205673758863,0.7288780141843971,1.0,0.8392086038961039,0.8108336516424751,50.00%,33.62%,0.598
240,1223300,271153,672,0,7229,942474,0.22165699337856618,0.7768944657892586,503300,80060,418841,0.15907013709517187,0.8321895489767535,720000,191093,523633,0.26540694444444446,0.7272680555555555,1.0,0.8409298629048281,0.8128586622409744,87.00%,49.94%,0.352
245,1248800,276098,684,0,7354,963001,0.22109064702114029,0.7775776745675849,513800,80333,428461,0.15635072012456208,0.8339061891786688,735000,195765,534540,0.2663469387755102,0.727265306122449,1.0,0.8436492798754379,0.8160579763240446,96.50%,45.94%,0.338
250,1274300,282010,697,0,7502,983452,0.22130581495723142,0.7781927332653221,524300,82336,437247,0.15703986267404157,0.8339633797444211,750000,199674,546205,0.266232,0.7282733333333333,1.0,0.8429601373259584,0.8152472203834805,49.00%,16.91%,0.703
255,1299800,287876,712,0,7654,1002871,0.22147715033082013,0.7779943068164333,534800,84370,445802,0.15775991024682123,0.8335863874345549,765000,203506,557069,0.2660209150326797,0.7281947712418301,1.0,0.8422400897531788,0.8144001055919751,44.00%,18.72%,0.712
260,1325300,293359,728,0,7827,1021552,0.22135290122991022,0.7772632611484193,545300,85355,454913,0.15652851641298368,0.8342435356684393,780000,208004,566639,0.2666717948717949,0.7264602564102564,1.0,0.8434714835870163,0.8158488042200192,96.50%,51.28%,0.306
265,1350800,299677,742,0,7978,1041682,0.22185149541012733,0.7776147468167012,555800,87959,462750,0.1582565671104714,0.8325836631881972,795000,211718,578932,0.26631194968553457,0.7282163522012579,1.0,0.8417434328895286,0.8138158033994454,37.50%,20.19%,0.729
270,1376300,305037,757,0,8158,1060529,0.2216355445760372,0.7770427959020563,566300,89744,470893,0.1584743069044676,0.8315256930955324,810000,215293,589636,0.2657938271604938,0.7279456790123456,1.0,0.8415256930955324,0.8135596389359204,75.00%,52.16%,0.387
275,1401800,310944,772,0,8322,1080065,0.22181766300470823,0.7769717506063633,576800,91905,479589,0.15933599167822468,0.8314649791955617,825000,219039,600476,0.26550181818181817,0.7278496969696969,1.0,0.8406640083217753,0.8125458921432651,75.00%,48.34%,0.410
280,1427300,316605,784,0,8457,1100593,0.22182092061935121,0.7775758424998248,587300,93631,488518,0.15942618763834496,0.8318031670355865,840000,222974,612075,0.2654452380952381,0.7286607142857143,1.0,0.8405738123616551,0.812439779249006,58.50%,23.25%,0.626
285,1452800,322373,801,0,8637,1118941,0.22189771475770925,0.7766925936123348,597800,95993,495962,0.16057711609233857,0.8296453663432586,855000,226380,622979,0.2647719298245614,0.7286304093567252,1.0,0.8394228839076614,0.8110857457737193,79.50%,59.03%,0.328
290,1478180,328414,813,0,8771,1138882,0.2221745660203764,0.7769459741032891,608300,97707,505205,0.16062304783823772,0.8305194805194805,869880,230707,633677,0.265217041431002,0.7284648457258472,1.0,0.8393769521617622,0.8110317084256028,75.50%,35.91%,0.483
295,1503680,333304,826,0,8913,1159278,0.22165886358799744,0.777437353692275,618800,98683,514426,0.1594747899159664,0.8313283775048481,884880,234621,644852,0.26514442636289665,0.728745140584034,1.0,0.8405252100840336,0.812382600098863,87.50%,37.00%,0.428
300,1529180,338924,840,0,9073,1178783,0.22163774048836632,0.7773421049189762,629300,100482,523288,0.15967265215318607,0.8315398061337994,899880,238442,655495,0.2649708850068898,0.7284249010979241,1.0,0.840327347846814,0.8121498209962517,87.50%,43.28%,0.390
305,1554680,344211,852,0,9185,1198974,0.22140311832660098,0.7776590681040472,639800,101323,532988,0.15836667708658955,0.8330540793998125,914880,242888,665986,0.26548618398041274,0.7279490206365862,1.0,0.8416333229134104,0.8136862622510711,81.00%,40.50%,0.433
310,1580880,349580,868,0,9338,1218857,0.22113000354233087,0.7774549617934315,651000,102766,542150,0.15785867895545314,0.8327956989247312,929880,246814,676707,0.26542564631995524,0.7277358368821784,1.0,0.8421413210445469,0.8142839071112316,100.00%,63.66%,0.218
315,1606380,355528,881,0,9465,1239061,0.22132247662445997,0.7777779852836814,661500,104313,551084,0.15769160997732426,0.83308238851096,944880,251215,687977,0.2658697400728135,0.7281104478875624,1.0,0.8423083900226758,0.8144804588502068,75.00%,40.47%,0.457
320,1631880,361628,894,0,9612,1258927,0.22160207858420963,0.7778960462779126,672000,106816,559267,0.15895238095238096,0.8322425595238095,959880,254812,699660,0.2654623494603492,0.728903612951619,1.0,0.841047619047619,0.8129971988795518,37.50%,23.25%,0.711
325,1657380,366579,910,0,9810,1277558,0.22117981392317995,0.7772979039206458,682500,108659,566625,0.159207326007326,0.8302197802197803,974880,257920,710933,0.26456589528967667,0.7292518053504021,1.0,0.840792673992674,0.812697263520793,87.50%,73.38%,0.210
330,1682880,372506,922,0,9920,1297867,0.22135030424034988,0.7776603204031185,693000,110917,575925,0.16005339105339106,0.831060606060606,989880,261589,721942,0.2642633450519255,0.7293227461914575,1.0,0.839946608946609,0.8117018928783634,100.00%,45.78%,0.325
335,1708380,378424,937,0,10074,1317559,0.22151043678806823,0.7776782683009635,703500,112034,585396,0.15925230987917555,0.8321194029850746,1004880,266390,732163,0.265096329910039,0.7286073959079691,1.0,0.8407476901208244,0.8126443413186171,75.50%,38.59%,0.466
340,1733880,384109,951,0,10263,1336768,0.22153147853369323,0.7774367314923755,714000,114046,593269,0.1597282913165266,0.8309089635854342,1019880,270063,743499,0.26479879985880694,0.7290063536886693,1.0,0.8402717086834735,0.8120843631570275,75.00%,51.22%,0.393
345,1759380,389168,962,0,10361,1357829,0.22119610317270857,0.7782014118609965,724500,115051,603109,0.15880055210489993,0.8324485852311939,1034880,274117,754720,0.2648780534941249,0.729282622139765,1.0,0.8411994478951,0.8131758210530589,75.00%,28.44%,0.529
350,1784880,395219,978,0,10542,1376651,0.22142609026937385,0.7777391197167317,735000,116537,612179,0.15855374149659865,0.8328965986394558,1049880,278682,764472,0.26544176477311693,0.7281517887758601,1.0,0.8414462585034014,0.8134661864745899,75.00%,41.88%,0.449
355,1810380,400513,991,0,10667,1396819,0.2212314541698428,0.7780007512235,745500,117690,621108,0.15786720321931588,0.8331428571428572,1064880,282823,775711,0.2655914281421381,0.7284492149350161,1.0,0.8421327967806841,0.8142738785655107,75.00%,38.75%,0.467
360,1835880,406525,1006,0,10833,1415976,0.22143331808179184,0.7777278471359784,756000,120186,628885,0.15897619047619047,0.8318584656084657,1079880,286339,787091,0.26515816572211726,0.7288689484016743,1.0,0.8410238095238095,0.81296918767507,65.00%,44.06%,0.476
365,1861380,412313,1021,0,10997,1435259,0.22150931029666163,0.7775290375957623,766500,121752,637575,0.15884148727984346,0.8318003913894325,1094880,290561,797684,0.2653815943299722,0.7285583808271227,1.0,0.8411585127201565,0.8131276620237136,75.00%,51.25%,0.393
370,1886880,418051,1036,0,11165,1454542,0.2215567497668108,0.777337721529721,777000,123045,646413,0.15835907335907337,0.831934362934363,1109880,295006,808129,0.26579990629617617,0.7281228601290229,1.0,0.8416409266409266,0.8136952078128549,87.50%,59.72%,0.292
375,1912380,423668,1049,0,11306,1474656,0.22153965216118135,0.7775708802643826,787500,125002,655330,0.1587326984126984,0.8321650793650793,1124880,298666,819326,0.26550920987127513,0.7283674703079439,1.0,0.8412673015873016,0.8132556489262371,75.00%,48.47%,0.409
380,1937880,429243,1063,0,11442,1494533,0.22150133135178648,0.7776735401572853,798000,126154,664601,0.1580877192982456,0.8328333333333333,1139880,303089,829932,0.2658955328631084,0.7280871670702179,1.0,0.8419122807017544,0.8140144478844169,100.00%,43.72%,0.338
385,1963380,434902,1076,0,11591,1514341,0.22150678931230836,0.7777445018284794,808500,128157,673236,0.15851205936920224,0.8326975881261596,1154880,306745,841105,0.26560768218343034,0.7283051052923247,1.0,0.8414879406307978,0.8135152242715268,62.50%,42.03%,0.498
390,1988880,440594,1089,0,11718,1534494,0.22152869956960702,0.777976046820321,819000,130039,682023,0.15877777777777777,0.8327509157509158,1169880,310555,852471,0.26545885048039114,0.7286824289670736,1.0,0.8412222222222222,0.8132026143790849,50.00%,27.66%,0.634
395,2014380,445475,1105,0,11884,1553276,0.22114744983568144,0.7775419732126014,829500,131521,690190,0.15855455093429777,0.8320554550934298,1184880,313954,863086,0.26496691648099385,0.7284163797177773,1.0,0.8414454490657022,0.8134652341949439,100.00%,76.25%,0.142
400,2039880,451171,1116,0,11987,1574192,0.22117526521167913,0.7781315567582406,840000,133303,698702,0.15869404761904762,0.8317880952380953,1199880,317868,875490,0.2649164916491649,0.7296479647964796,1.0,0.8413059523809524,0.8133011204481793,62.50%,40.28%,0.508
405,2065380,456940,1133,0,12147,1592706,0.22123773833386592,0.777574102586449,850500,135217,707758,0.15898530276308054,0.832166960611405,1214880,321723,884948,0.2648187475306203,0.7284242065059924,1.0,0.8410146972369195,0.8129584673375523,100.00%,70.44%,0.177
410,2090880,462290,1145,0,12271,1613474,0.22109829354147537,0.7780886516681971,861000,135745,717491,0.1576596980255517,0.8333228803716609,1229880,326545,895983,0.2655096432172244,0.7285125378085667,1.0,0.8423403019744483,0.8145180023228804,75.00%,48.44%,0.409
415,2116380,468253,1159,0,12418,1633266,0.22125185458188038,0.7781414490781429,871500,137312,726101,0.1575582329317269,0.833162363740677,1244880,330941,907165,0.2658416875522139,0.7287168241115609,1.0,0.8424417670682731,0.8146373730214977,54.00%,36.75%,0.564
420,2141880,474095,1174,0,12579,1652482,0.22134526677498273,0.7779310699012083,882000,139316,734649,0.1579546485260771,0.8329353741496599,1259880,334779,917833,0.2657229259929517,0.7285082706289487,1.0,0.8420453514739229,0.8141710017340269,75.00%,43.75%,0.438
