Network DDoS Simulation Results
Timestamp,2025-10-23_13-30-30
Simulation Duration,900s
Number of Servers,8
Processing Power,250 req/sec
Queue Size,400
Legitimate Clients,400
Malicious Clients,80
Legitimate Traffic Rate,2 req/sec
Malicious Traffic Rate,15 req/sec
Request Timeout,3s
Server Timeout,2s

Final Simulation Results
Total Generated Requests,1799520
Total Served Requests,1593651
Total Dropped - Queue Full,40
Total Dropped - Timeout,2620
Total Dropped - High Load,190969
Total Dropped - No Server,12240
Overall Success Rate,88.56%
Overall Drop Rate,11.44%

Probability Analysis
Bandwidth Exhaustion,60.00%
Resource Depletion,16.39%
Successful Attack,2.23%
Total Processing Capacity,2000 req/sec
Capacity Threshold,1600 req/sec

Per-Server Breakdown
Server ID,Total Requests Received,Total Requests Processed,Success Rate,Acceptance Rate,Processing Rate,Drops Queue Full,Drops Queue Full Rate,Drops Timeout,Drops Timeout Rate,Drops High Load,Drops High Load Rate,Total Drops,Total Drop Rate,Max CPU Utilization,Avg CPU Utilization,Max Queue Utilization,Avg Queue Utilization,Max Queue Length,Avg Queue Length,Min Health Score,Avg Health Score,Time Spent Offline,Offline Percentage
NetworkServer0,222770,198354,89.04%,100.00%,220.4 req/sec,5,0.00%,319,0.14%,24092,10.81%,24416,10.96%,100.0%,98.9%,87.2%,83.4%,349,333.7,0.000,0.098,1.8s,0.2%
NetworkServer1,223192,198789,89.07%,100.00%,220.9 req/sec,5,0.00%,311,0.14%,24087,10.79%,24403,10.93%,100.0%,98.9%,88.0%,83.9%,352,335.5,0.000,0.096,3.6s,0.4%
NetworkServer2,223858,199442,89.09%,100.00%,221.6 req/sec,6,0.00%,342,0.15%,24068,10.75%,24416,10.91%,100.0%,98.3%,87.2%,82.8%,349,331.2,0.000,0.104,3.7s,0.4%
NetworkServer3,224164,199903,89.18%,100.00%,222.1 req/sec,4,0.00%,339,0.15%,23918,10.67%,24261,10.82%,100.0%,99.4%,87.2%,83.5%,349,333.9,0.000,0.096,3.3s,0.4%
NetworkServer4,223715,199720,89.27%,100.00%,221.9 req/sec,5,0.00%,327,0.15%,23663,10.58%,23995,10.73%,100.0%,99.4%,87.2%,83.6%,349,334.2,0.000,0.095,3.5s,0.4%
NetworkServer5,222895,198781,89.18%,100.00%,220.9 req/sec,5,0.00%,317,0.14%,23792,10.67%,24114,10.82%,100.0%,98.3%,87.0%,83.0%,348,331.9,0.000,0.103,3.8s,0.4%
NetworkServer6,223280,199596,89.39%,100.00%,221.8 req/sec,5,0.00%,337,0.15%,23342,10.45%,23684,10.61%,100.0%,98.9%,88.2%,83.5%,353,334.1,0.000,0.098,3.2s,0.4%
NetworkServer7,223406,199066,89.11%,100.00%,221.2 req/sec,5,0.00%,328,0.15%,24007,10.75%,24340,10.89%,100.0%,99.4%,87.8%,82.9%,351,331.7,0.000,0.099,2.0s,0.2%

Total Simulation Time-Series Data
Timestamp,Total Generated,Total Served,Drops Queue Full,Drops Timeout,Drops High Load,Drops No Server,Success Rate,Drop Rate,Legit Sent,Legit Success,Legit No Response,Legit Success Rate,Legit Drop Rate,Botnet Sent,Botnet Success,Botnet No Response,Botnet Success Rate,Botnet Drop Rate,Bandwidth Exhaustion Prob,Resource Depletion Prob,Successful Attack Prob,Avg CPU Utilization,Avg Queue Utilization,Avg Health Score
130,259600,220586,40,0,23761,12240,0.8497149460708783,0.13883281972265024,103600,85649,4964,0.8267277992277993,0.047915057915057915,156000,134937,7276,0.8649807692307693,0.04664102564102564,0.6,0.1680740347490347,0.02737905973200084,100.00%,86.66%,0.080
135,269600,229495,40,0,24869,12240,0.8512425816023739,0.13779302670623145,107600,89100,4964,0.8280669144981413,0.04613382899628253,162000,140395,7276,0.8666358024691359,0.04491358024691358,0.6,0.16677509293680295,0.02580363000218669,100.00%,86.12%,0.083
140,279600,238384,40,0,25981,12240,0.8525894134477825,0.13684191702432047,111600,92512,4964,0.8289605734767025,0.044480286738351256,168000,145872,7276,0.8682857142857143,0.04330952380952381,0.6,0.16590824372759858,0.024752266497997045,100.00%,86.09%,0.083
145,289600,247307,40,0,27056,12240,0.853960635359116,0.13582872928176795,115600,95949,4964,0.8300086505190312,0.04294117647058823,174000,151358,7276,0.8698735632183908,0.041816091954022985,0.6,0.16489160899653976,0.02351923468349272,100.00%,86.16%,0.083
150,299600,256223,40,0,28129,12240,0.855216955941255,0.13487650200267023,119600,99388,4964,0.8310033444816054,0.04150501672240803,180000,156835,7276,0.8713055555555556,0.04042222222222222,0.6,0.16392675585284275,0.022349006492228915,100.00%,86.50%,0.081
155,309600,265110,40,0,29257,12240,0.8562984496124031,0.13416343669250647,123600,102804,4964,0.831747572815534,0.04016181229773463,186000,162306,7276,0.8726129032258064,0.03911827956989247,0.6,0.163204854368932,0.02147344374643054,100.00%,86.03%,0.084
160,319600,273984,40,0,30368,12240,0.8572715894868586,0.13344180225281602,127600,106219,4964,0.8324373040752351,0.03890282131661442,192000,167765,7276,0.8737760416666667,0.03789583333333333,0.6,0.16253581504702197,0.020661995205605757,100.00%,86.50%,0.081
165,329600,282883,40,0,31473,12240,0.8582615291262136,0.13274575242718448,131600,109637,4964,0.8331079027355623,0.03772036474164134,198000,173246,7276,0.874979797979798,0.036747474747474744,0.6,0.1618853343465045,0.019873055605220746,100.00%,86.38%,0.082
170,339600,291769,40,0,32591,12240,0.8591548881036514,0.13212897526501766,135600,113037,4964,0.8336061946902655,0.03660766961651917,204000,178732,7276,0.8761372549019608,0.035666666666666666,0.6,0.16140199115044243,0.01928682977615817,100.00%,86.25%,0.083
175,349600,300647,40,0,33709,12240,0.8599742562929061,0.1315474828375286,139600,116447,4964,0.834147564469914,0.03555873925501433,210000,184200,7276,0.8771428571428571,0.034647619047619045,0.6,0.16087686246418342,0.01864992415304232,100.00%,86.38%,0.082
180,359600,309551,40,0,34800,12240,0.8608203559510568,0.13092324805339267,143600,119894,4964,0.83491643454039,0.03456824512534819,216000,189657,7276,0.8780416666666667,0.033685185185185186,0.6,0.1601310584958217,0.01774537112895292,100.00%,86.53%,0.081
185,369600,318439,40,0,35922,12240,0.8615773809523809,0.13041666666666665,147600,123295,4964,0.8353319783197832,0.03363143631436314,222000,195144,7276,0.8790270270270271,0.03277477477477477,0.6,0.15972798102981026,0.017256496094372645,100.00%,86.22%,0.083
190,379600,327294,40,0,37063,12240,0.8622075869336143,0.1299868282402529,151600,126684,4964,0.8356464379947229,0.03274406332453826,228000,200610,7276,0.8798684210526316,0.031912280701754385,0.6,0.15942295514511876,0.016886543535620052,100.00%,86.34%,0.082
195,389600,336148,40,0,38229,12240,0.8628028747433265,0.12964322381930185,155600,130075,4964,0.8359575835475579,0.031902313624678665,234000,206073,7276,0.8806538461538461,0.031094017094017094,0.6,0.15912114395886884,0.01652048994404951,100.00%,85.72%,0.086
200,399600,344996,40,0,39336,12240,0.8633533533533534,0.12916916916916918,159600,133449,4964,0.8361466165413534,0.031102756892230576,240000,211547,7276,0.8814458333333334,0.030316666666666665,0.6,0.15893778195488723,0.01629809818664308,100.00%,87.13%,0.077
205,409600,353895,40,0,40460,12240,0.86400146484375,0.128759765625,163600,136866,4964,0.8365892420537897,0.030342298288508558,246000,217029,7276,0.8822317073170731,0.029577235772357723,0.6,0.15850843520782398,0.015777362289659144,100.00%,86.41%,0.082
210,419600,362804,40,0,41558,12240,0.8646425166825548,0.1283079122974261,167600,140299,4964,0.8371062052505966,0.029618138424821003,252000,222505,7276,0.8829563492063492,0.028873015873015873,0.6,0.15800698090692125,0.015169170293415683,100.00%,86.19%,0.083
215,429600,371703,40,0,42672,12240,0.8652304469273743,0.1279143389199255,171600,143733,4964,0.8376048951048951,0.02892773892773893,258000,227970,7276,0.8836046511627907,0.028201550387596898,0.6,0.15752325174825174,0.0145824763471822,100.00%,85.78%,0.085
220,439600,380535,40,0,43815,12240,0.8656392174704277,0.12760464058234758,175600,147097,4964,0.8376822323462415,0.02826879271070615,264000,233438,7276,0.8842348484848485,0.02756060606060606,0.6,0.15744823462414573,0.014491491357362907,100.00%,86.56%,0.081
225,449600,389446,40,0,44924,12240,0.8662055160142349,0.12723309608540925,179600,150522,4964,0.8380957683741648,0.027639198218262807,270000,238924,7276,0.8849037037037037,0.026948148148148148,0.6,0.15704710467706018,0.014004978383335535,100.00%,85.94%,0.084
230,459600,398295,40,0,46049,12240,0.8666122715404699,0.12691253263707572,183600,153907,4964,0.8382734204793029,0.027037037037037037,276000,244388,7276,0.8854637681159421,0.02636231884057971,0.6,0.15687478213507622,0.013795975906702484,100.00%,86.75%,0.080
235,469600,407196,40,0,47161,12240,0.8671124361158433,0.12657793867120953,187600,157319,4964,0.838587420042644,0.026460554371002133,282000,249877,7276,0.8860886524822695,0.02580141843971631,0.6,0.15657020255863535,0.01342656465571295,100.00%,86.34%,0.082
240,479600,416093,40,0,48282,12240,0.8675834028356965,0.12627606338615513,191600,160743,4964,0.8389509394572026,0.02590814196242171,288000,255350,7276,0.8866319444444445,0.025263888888888888,0.6,0.1562175887265135,0.012998894756232256,100.00%,85.78%,0.085
245,489600,424903,40,0,49439,12240,0.8678574346405229,0.12606004901960785,195600,164105,4964,0.8389826175869121,0.02537832310838446,294000,260798,7276,0.8870680272108844,0.02474829931972789,0.6,0.1561868609406953,0.012961626368338726,100.00%,86.81%,0.079
250,499600,433749,40,0,50615,12240,0.8681925540432346,0.12589071257005605,199600,167470,4964,0.8390280561122244,0.024869739478957917,300000,266279,7276,0.8875966666666667,0.02425333333333333,0.6,0.1561427855711423,0.012908169279735952,100.00%,86.12%,0.083
255,509600,442622,40,0,51738,12240,0.8685675039246468,0.12562401883830454,203600,170872,4964,0.8392534381139489,0.0243811394891945,306000,271750,7276,0.8880718954248366,0.023777777777777776,0.6,0.15592416502946954,0.012643013983589475,100.00%,86.25%,0.083
260,519600,451487,40,0,52865,12240,0.8689126250962279,0.12537528868360276,207600,174260,4964,0.839402697495183,0.02391136801541426,312000,277227,7276,0.8885480769230769,0.02332051282051282,0.6,0.15577938342967246,0.012467414711549343,100.00%,86.50%,0.081
265,529600,460343,40,0,54027,12240,0.8692277190332326,0.12520203927492446,211600,177668,4964,0.8396408317580341,0.023459357277882797,318000,282675,7276,0.8889150943396227,0.022880503144654087,0.6,0.15554839319470695,0.012187256755254025,100.00%,85.94%,0.084
270,539600,469225,40,0,55131,12240,0.8695793180133432,0.12492772424017791,215600,181097,4964,0.8399675324675324,0.023024118738404452,324000,288128,7276,0.8892839506172839,0.02245679012345679,0.6,0.15523149350649354,0.0118029029793736,100.00%,86.38%,0.082
275,549600,478113,40,0,56234,12240,0.86992903930131,0.12466157205240175,219600,184511,4964,0.8402140255009107,0.022604735883424407,330000,293602,7276,0.8897030303030303,0.02204848484848485,0.6,0.1549923952641166,0.011512911175399113,100.00%,86.66%,0.080
